PRISM Time Series Data,,,,,,
Locations: 48,,,,,,
"Climate variables: ppt,tmean",,,,,,
Spatial resolution: 4km,,,,,,
Period: 1895 - 2017,,,,,,
Dataset: AN81m,,,,,,
PRISM day definition: 24 hours ending at 1200 UTC on the day shown,,,,,,
Grid Cell Interpolation: Off,,,,,,
Time series generated: 2019-Jan-08,,,,,,
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,,,,,,
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmean (degrees F)
"Trenton, New",-74.7561,40.2217,39,1914,36.03,51.7
"Trenton, New",-74.7561,40.2217,39,1915,49.82,52.8
"Trenton, New",-74.7561,40.2217,39,1916,37.66,51.6
"Trenton, New",-74.7561,40.2217,39,1917,40.28,50.2
"Trenton, New",-74.7561,40.2217,39,1918,39.51,52.1
"Trenton, New",-74.7561,40.2217,39,1919,53.03,53.1
"Trenton, New",-74.7561,40.2217,39,1920,48.3,51.7
"Trenton, New",-74.7561,40.2217,39,1921,39.21,54.7
"Trenton, New",-74.7561,40.2217,39,1922,38.21,53.1
"Trenton, New",-74.7561,40.2217,39,1923,42.1,52.3
"Trenton, New",-74.7561,40.2217,39,1924,47.66,50.9
"Trenton, New",-74.7561,40.2217,39,1925,41.11,52.6
"Trenton, New",-74.7561,40.2217,39,1926,44.9,50.6
"Trenton, New",-74.7561,40.2217,39,1927,48.37,52.8
"Trenton, New",-74.7561,40.2217,39,1928,46.2,53.2
"Trenton, New",-74.7561,40.2217,39,1929,43.17,53.4
"Trenton, New",-74.7561,40.2217,39,1930,34.41,53.6
"Trenton, New",-74.7561,40.2217,39,1931,38.83,55.2
"Trenton, New",-74.7561,40.2217,39,1932,46.83,54.2
"Trenton, New",-74.7561,40.2217,39,1933,49.61,53.7
"Trenton, New",-74.7561,40.2217,39,1934,44.32,52.2
"Trenton, New",-74.7561,40.2217,39,1935,43.81,52.3
"Trenton, New",-74.7561,40.2217,39,1936,43.48,53
"Trenton, New",-74.7561,40.2217,39,1937,43.95,53.7
"Trenton, New",-74.7561,40.2217,39,1938,52.78,54.2
"Trenton, New",-74.7561,40.2217,39,1939,42.58,53.8
"Trenton, New",-74.7561,40.2217,39,1940,47.62,51
"Trenton, New",-74.7561,40.2217,39,1941,40.13,53.9
"Trenton, New",-74.7561,40.2217,39,1942,43.91,53.5
"Trenton, New",-74.7561,40.2217,39,1943,36.66,53.2
"Trenton, New",-74.7561,40.2217,39,1944,44.73,53.6
"Trenton, New",-74.7561,40.2217,39,1945,49.04,53.6
"Trenton, New",-74.7561,40.2217,39,1946,37.13,54.8
"Trenton, New",-74.7561,40.2217,39,1947,44.24,53.4
"Trenton, New",-74.7561,40.2217,39,1948,51.01,53.4
"Trenton, New",-74.7561,40.2217,39,1949,40.58,55.7
"Trenton, New",-74.7561,40.2217,39,1950,44.77,52.8
"Trenton, New",-74.7561,40.2217,39,1951,45.4,53.9
"Trenton, New",-74.7561,40.2217,39,1952,53.7,54.6
"Trenton, New",-74.7561,40.2217,39,1953,49.02,55.6
"Trenton, New",-74.7561,40.2217,39,1954,40.54,54.3
"Trenton, New",-74.7561,40.2217,39,1955,42.02,54.1
"Trenton, New",-74.7561,40.2217,39,1956,45.8,53.4
"Trenton, New",-74.7561,40.2217,39,1957,32.99,54.7
"Trenton, New",-74.7561,40.2217,39,1958,50.55,52
"Trenton, New",-74.7561,40.2217,39,1959,42.11,54.8
"Trenton, New",-74.7561,40.2217,39,1960,44.16,53.1
"Trenton, New",-74.7561,40.2217,39,1961,47.06,53.4
"Trenton, New",-74.7561,40.2217,39,1962,44.31,52.3
"Trenton, New",-74.7561,40.2217,39,1963,32.69,52.4
"Trenton, New",-74.7561,40.2217,39,1964,36.69,53.6
"Trenton, New",-74.7561,40.2217,39,1965,31.06,53
"Trenton, New",-74.7561,40.2217,39,1966,40.98,53.3
"Trenton, New",-74.7561,40.2217,39,1967,48.68,52.6
"Trenton, New",-74.7561,40.2217,39,1968,39.27,53.4
"Trenton, New",-74.7561,40.2217,39,1969,45.77,53.4
"Trenton, New",-74.7561,40.2217,39,1970,39.15,53.4
"Trenton, New",-74.7561,40.2217,39,1971,51.67,54
"Trenton, New",-74.7561,40.2217,39,1972,51.79,52.9
"Trenton, New",-74.7561,40.2217,39,1973,51.25,55.3
"Trenton, New",-74.7561,40.2217,39,1974,43.06,54
"Trenton, New",-74.7561,40.2217,39,1975,59.8,54.7
"Trenton, New",-74.7561,40.2217,39,1976,34.6,53.3
"Trenton, New",-74.7561,40.2217,39,1977,50.98,53.7
"Trenton, New",-74.7561,40.2217,39,1978,46.55,52.2
"Trenton, New",-74.7561,40.2217,39,1979,57.12,53.5
"Trenton, New",-74.7561,40.2217,39,1980,35.35,53.7
"Trenton, New",-74.7561,40.2217,39,1981,41.11,53.2
"Trenton, New",-74.7561,40.2217,39,1982,41.78,52.7
"Trenton, New",-74.7561,40.2217,39,1983,58.92,53.9
"Trenton, New",-74.7561,40.2217,39,1984,47.32,53.4
"Trenton, New",-74.7561,40.2217,39,1985,39.84,53.9
"Trenton, New",-74.7561,40.2217,39,1986,45.13,53.8
"Trenton, New",-74.7561,40.2217,39,1987,49.42,53.6
"Trenton, New",-74.7561,40.2217,39,1988,40.61,52.7
"Trenton, New",-74.7561,40.2217,39,1989,55.91,52.3
"Trenton, New",-74.7561,40.2217,39,1990,48.26,55.3
"Trenton, New",-74.7561,40.2217,39,1991,43.29,55.3
"Trenton, New",-74.7561,40.2217,39,1992,42.31,52.1
"Trenton, New",-74.7561,40.2217,39,1993,49.98,53.2
"Trenton, New",-74.7561,40.2217,39,1994,49.25,52.9
"Trenton, New",-74.7561,40.2217,39,1995,39.49,53.2
"Trenton, New",-74.7561,40.2217,39,1996,61.8,52.5
"Trenton, New",-74.7561,40.2217,39,1997,41.13,53.1
"Trenton, New",-74.7561,40.2217,39,1998,39.54,55.9
"Trenton, New",-74.7561,40.2217,39,1999,50.04,54.6
"Trenton, New",-74.7561,40.2217,39,2000,46.41,52.9
"Trenton, New",-74.7561,40.2217,39,2001,36.86,54.7
"Trenton, New",-74.7561,40.2217,39,2002,45.89,55.2
"Trenton, New",-74.7561,40.2217,39,2003,55.49,52.6
"Trenton, New",-74.7561,40.2217,39,2004,49.13,53.7
"Trenton, New",-74.7561,40.2217,39,2005,48.21,54
"Trenton, New",-74.7561,40.2217,39,2006,54.89,55.5
"Trenton, New",-74.7561,40.2217,39,2007,48.9,54.1
"Trenton, New",-74.7561,40.2217,39,2008,45.92,54.3
"Trenton, New",-74.7561,40.2217,39,2009,55.39,53.2
"Trenton, New",-74.7561,40.2217,39,2010,42.47,55.4
"Trenton, New",-74.7561,40.2217,39,2011,66.84,55.5
"Trenton, New",-74.7561,40.2217,39,2012,39.51,56.3
"Trenton, New",-74.7561,40.2217,39,2013,50.06,53.7
"Trenton, New",-74.7561,40.2217,39,2014,49.1,52.2
"Trenton, New",-74.7561,40.2217,39,2015,44.13,54.1
"Trenton, New",-74.7561,40.2217,39,2016,37.87,55.2
"Trenton, New",-74.7561,40.2217,39,2017,44.1,54.8
,,,,,,
"Santa Fe, Ne",-105.9646,35.6672,6916,1895,18.57,48
"Santa Fe, Ne",-105.9646,35.6672,6916,1896,13.63,50.7
"Santa Fe, Ne",-105.9646,35.6672,6916,1897,18.85,48.6
"Santa Fe, Ne",-105.9646,35.6672,6916,1898,13.75,48.3
"Santa Fe, Ne",-105.9646,35.6672,6916,1899,10.74,49.1
"Santa Fe, Ne",-105.9646,35.6672,6916,1900,14.54,51
"Santa Fe, Ne",-105.9646,35.6672,6916,1901,15.99,50.4
"Santa Fe, Ne",-105.9646,35.6672,6916,1902,12.47,50.3
"Santa Fe, Ne",-105.9646,35.6672,6916,1903,10.37,49.4
"Santa Fe, Ne",-105.9646,35.6672,6916,1904,14.94,50.3
"Santa Fe, Ne",-105.9646,35.6672,6916,1905,17.93,48.3
"Santa Fe, Ne",-105.9646,35.6672,6916,1906,16.24,49
"Santa Fe, Ne",-105.9646,35.6672,6916,1907,14.67,49.5
"Santa Fe, Ne",-105.9646,35.6672,6916,1908,12.63,48.3
"Santa Fe, Ne",-105.9646,35.6672,6916,1909,12.08,48.6
"Santa Fe, Ne",-105.9646,35.6672,6916,1910,8.53,50.7
"Santa Fe, Ne",-105.9646,35.6672,6916,1911,17.69,48.4
"Santa Fe, Ne",-105.9646,35.6672,6916,1912,11.25,47.6
"Santa Fe, Ne",-105.9646,35.6672,6916,1913,14.97,48
"Santa Fe, Ne",-105.9646,35.6672,6916,1914,16.75,49.8
"Santa Fe, Ne",-105.9646,35.6672,6916,1915,17.29,48.1
"Santa Fe, Ne",-105.9646,35.6672,6916,1916,16.2,49.6
"Santa Fe, Ne",-105.9646,35.6672,6916,1917,6.03,49.4
"Santa Fe, Ne",-105.9646,35.6672,6916,1918,15.1,48.7
"Santa Fe, Ne",-105.9646,35.6672,6916,1919,21.19,48
"Santa Fe, Ne",-105.9646,35.6672,6916,1920,13.13,48.3
"Santa Fe, Ne",-105.9646,35.6672,6916,1921,16.7,50.2
"Santa Fe, Ne",-105.9646,35.6672,6916,1922,9.2,49.4
"Santa Fe, Ne",-105.9646,35.6672,6916,1923,15.63,48.4
"Santa Fe, Ne",-105.9646,35.6672,6916,1924,9.6,48.7
"Santa Fe, Ne",-105.9646,35.6672,6916,1925,12.47,49.8
"Santa Fe, Ne",-105.9646,35.6672,6916,1926,14.2,49.2
"Santa Fe, Ne",-105.9646,35.6672,6916,1927,14.14,50.5
"Santa Fe, Ne",-105.9646,35.6672,6916,1928,13.34,49.5
"Santa Fe, Ne",-105.9646,35.6672,6916,1929,19.58,48.1
"Santa Fe, Ne",-105.9646,35.6672,6916,1930,13.48,48.8
"Santa Fe, Ne",-105.9646,35.6672,6916,1931,16.89,49.4
"Santa Fe, Ne",-105.9646,35.6672,6916,1932,14.91,48.5
"Santa Fe, Ne",-105.9646,35.6672,6916,1933,13.05,50.1
"Santa Fe, Ne",-105.9646,35.6672,6916,1934,12.06,52.4
"Santa Fe, Ne",-105.9646,35.6672,6916,1935,13.44,50
"Santa Fe, Ne",-105.9646,35.6672,6916,1936,13.68,50.5
"Santa Fe, Ne",-105.9646,35.6672,6916,1937,14.71,50.3
"Santa Fe, Ne",-105.9646,35.6672,6916,1938,14.77,50.4
"Santa Fe, Ne",-105.9646,35.6672,6916,1939,12.72,49.9
"Santa Fe, Ne",-105.9646,35.6672,6916,1940,16.83,50.4
"Santa Fe, Ne",-105.9646,35.6672,6916,1941,21.37,49.6
"Santa Fe, Ne",-105.9646,35.6672,6916,1942,14.04,48.9
"Santa Fe, Ne",-105.9646,35.6672,6916,1943,10.95,49.3
"Santa Fe, Ne",-105.9646,35.6672,6916,1944,14.62,48
"Santa Fe, Ne",-105.9646,35.6672,6916,1945,11.01,49.5
"Santa Fe, Ne",-105.9646,35.6672,6916,1946,13.38,50.9
"Santa Fe, Ne",-105.9646,35.6672,6916,1947,10.74,49.7
"Santa Fe, Ne",-105.9646,35.6672,6916,1948,12.57,49.8
"Santa Fe, Ne",-105.9646,35.6672,6916,1949,17.5,49.3
"Santa Fe, Ne",-105.9646,35.6672,6916,1950,9.37,51.6
"Santa Fe, Ne",-105.9646,35.6672,6916,1951,9.48,50.4
"Santa Fe, Ne",-105.9646,35.6672,6916,1952,11.39,49.8
"Santa Fe, Ne",-105.9646,35.6672,6916,1953,9.8,50.5
"Santa Fe, Ne",-105.9646,35.6672,6916,1954,12.7,52.7
"Santa Fe, Ne",-105.9646,35.6672,6916,1955,10.3,49.6
"Santa Fe, Ne",-105.9646,35.6672,6916,1956,5.45,50.7
"Santa Fe, Ne",-105.9646,35.6672,6916,1957,17.97,49.7
"Santa Fe, Ne",-105.9646,35.6672,6916,1958,12.71,50.7
"Santa Fe, Ne",-105.9646,35.6672,6916,1959,13.43,50.2
"Santa Fe, Ne",-105.9646,35.6672,6916,1960,15.01,49.4
"Santa Fe, Ne",-105.9646,35.6672,6916,1961,13.74,49
"Santa Fe, Ne",-105.9646,35.6672,6916,1962,11.47,50.7
"Santa Fe, Ne",-105.9646,35.6672,6916,1963,11.95,50.7
"Santa Fe, Ne",-105.9646,35.6672,6916,1964,11.61,48.4
"Santa Fe, Ne",-105.9646,35.6672,6916,1965,17.79,49.7
"Santa Fe, Ne",-105.9646,35.6672,6916,1966,10.34,49.9
"Santa Fe, Ne",-105.9646,35.6672,6916,1967,13.76,50.2
"Santa Fe, Ne",-105.9646,35.6672,6916,1968,11.46,49.4
"Santa Fe, Ne",-105.9646,35.6672,6916,1969,18.65,50.6
"Santa Fe, Ne",-105.9646,35.6672,6916,1970,10.19,49.7
"Santa Fe, Ne",-105.9646,35.6672,6916,1971,13.84,49.1
"Santa Fe, Ne",-105.9646,35.6672,6916,1972,13.52,49.7
"Santa Fe, Ne",-105.9646,35.6672,6916,1973,12.49,47.9
"Santa Fe, Ne",-105.9646,35.6672,6916,1974,13.6,49
"Santa Fe, Ne",-105.9646,35.6672,6916,1975,12.59,47.5
"Santa Fe, Ne",-105.9646,35.6672,6916,1976,8.82,48.8
"Santa Fe, Ne",-105.9646,35.6672,6916,1977,13.3,50.2
"Santa Fe, Ne",-105.9646,35.6672,6916,1978,14.93,50.5
"Santa Fe, Ne",-105.9646,35.6672,6916,1979,15.65,48.6
"Santa Fe, Ne",-105.9646,35.6672,6916,1980,11.13,51
"Santa Fe, Ne",-105.9646,35.6672,6916,1981,14.35,51.8
"Santa Fe, Ne",-105.9646,35.6672,6916,1982,14.63,49.1
"Santa Fe, Ne",-105.9646,35.6672,6916,1983,12.69,50
"Santa Fe, Ne",-105.9646,35.6672,6916,1984,17.39,50.9
"Santa Fe, Ne",-105.9646,35.6672,6916,1985,18.78,51.1
"Santa Fe, Ne",-105.9646,35.6672,6916,1986,20.96,51.2
"Santa Fe, Ne",-105.9646,35.6672,6916,1987,12.67,50.2
"Santa Fe, Ne",-105.9646,35.6672,6916,1988,18.69,49.3
"Santa Fe, Ne",-105.9646,35.6672,6916,1989,11.37,50.7
"Santa Fe, Ne",-105.9646,35.6672,6916,1990,16.43,49.8
"Santa Fe, Ne",-105.9646,35.6672,6916,1991,20.8,48.6
"Santa Fe, Ne",-105.9646,35.6672,6916,1992,14.93,48.3
"Santa Fe, Ne",-105.9646,35.6672,6916,1993,14.6,48.9
"Santa Fe, Ne",-105.9646,35.6672,6916,1994,19.97,50.1
"Santa Fe, Ne",-105.9646,35.6672,6916,1995,10.9,50.4
"Santa Fe, Ne",-105.9646,35.6672,6916,1996,16.03,50.5
"Santa Fe, Ne",-105.9646,35.6672,6916,1997,18.91,49
"Santa Fe, Ne",-105.9646,35.6672,6916,1998,15.08,49.9
"Santa Fe, Ne",-105.9646,35.6672,6916,1999,12.49,50.2
"Santa Fe, Ne",-105.9646,35.6672,6916,2000,13.38,51.2
"Santa Fe, Ne",-105.9646,35.6672,6916,2001,11.84,50.5
"Santa Fe, Ne",-105.9646,35.6672,6916,2002,11.18,50.4
"Santa Fe, Ne",-105.9646,35.6672,6916,2003,9.01,51.6
"Santa Fe, Ne",-105.9646,35.6672,6916,2004,15.81,49.7
"Santa Fe, Ne",-105.9646,35.6672,6916,2005,15.12,50.9
"Santa Fe, Ne",-105.9646,35.6672,6916,2006,13.98,50.8
"Santa Fe, Ne",-105.9646,35.6672,6916,2007,13.7,50.5
"Santa Fe, Ne",-105.9646,35.6672,6916,2008,15.24,49.7
"Santa Fe, Ne",-105.9646,35.6672,6916,2009,13.16,50.2
"Santa Fe, Ne",-105.9646,35.6672,6916,2010,15.43,50.2
"Santa Fe, Ne",-105.9646,35.6672,6916,2011,10.01,50.2
"Santa Fe, Ne",-105.9646,35.6672,6916,2012,7.82,52.1
"Santa Fe, Ne",-105.9646,35.6672,6916,2013,13.43,49.6
"Santa Fe, Ne",-105.9646,35.6672,6916,2014,11.69,50.8
"Santa Fe, Ne",-105.9646,35.6672,6916,2015,18.25,51.1
"Santa Fe, Ne",-105.9646,35.6672,6916,2016,11.72,51.5
"Santa Fe, Ne",-105.9646,35.6672,6916,2017,13.06,52.6
,,,,,,
"Albany, New ",-73.7813,42.6598,226,1895,32.92,47.3
"Albany, New ",-73.7813,42.6598,226,1896,37.2,47.5
"Albany, New ",-73.7813,42.6598,226,1897,46.38,47.9
"Albany, New ",-73.7813,42.6598,226,1898,44.53,49.3
"Albany, New ",-73.7813,42.6598,226,1899,36.22,48.4
"Albany, New ",-73.7813,42.6598,226,1900,35.18,49.2
"Albany, New ",-73.7813,42.6598,226,1901,41.23,47.9
"Albany, New ",-73.7813,42.6598,226,1902,41.9,47.8
"Albany, New ",-73.7813,42.6598,226,1903,40.69,47.4
"Albany, New ",-73.7813,42.6598,226,1904,33.28,44.6
"Albany, New ",-73.7813,42.6598,226,1905,33.12,46.7
"Albany, New ",-73.7813,42.6598,226,1906,34.62,47.9
"Albany, New ",-73.7813,42.6598,226,1907,35.91,45.8
"Albany, New ",-73.7813,42.6598,226,1908,29.78,48.1
"Albany, New ",-73.7813,42.6598,226,1909,31.14,47.1
"Albany, New ",-73.7813,42.6598,226,1910,32.12,47.4
"Albany, New ",-73.7813,42.6598,226,1911,33.02,48.2
"Albany, New ",-73.7813,42.6598,226,1912,35.04,46.7
"Albany, New ",-73.7813,42.6598,226,1913,30.01,50.4
"Albany, New ",-73.7813,42.6598,226,1914,32.27,46.8
"Albany, New ",-73.7813,42.6598,226,1915,40.08,48.3
"Albany, New ",-73.7813,42.6598,226,1916,35.39,47.1
"Albany, New ",-73.7813,42.6598,226,1917,32.25,45.3
"Albany, New ",-73.7813,42.6598,226,1918,33.82,47.4
"Albany, New ",-73.7813,42.6598,226,1919,37.1,48.2
"Albany, New ",-73.7813,42.6598,226,1920,40.64,46.8
"Albany, New ",-73.7813,42.6598,226,1921,32.33,50.1
"Albany, New ",-73.7813,42.6598,226,1922,36.3,48.4
"Albany, New ",-73.7813,42.6598,226,1923,35.48,46.8
"Albany, New ",-73.7813,42.6598,226,1924,32.27,46.4
"Albany, New ",-73.7813,42.6598,226,1925,37.08,47.5
"Albany, New ",-73.7813,42.6598,226,1926,32.03,45.5
"Albany, New ",-73.7813,42.6598,226,1927,41.46,48.6
"Albany, New ",-73.7813,42.6598,226,1928,34.64,48.9
"Albany, New ",-73.7813,42.6598,226,1929,35.6,48.1
"Albany, New ",-73.7813,42.6598,226,1930,27.24,49.2
"Albany, New ",-73.7813,42.6598,226,1931,36.62,50.2
"Albany, New ",-73.7813,42.6598,226,1932,35.92,49.4
"Albany, New ",-73.7813,42.6598,226,1933,38.45,49.2
"Albany, New ",-73.7813,42.6598,226,1934,35.52,47.2
"Albany, New ",-73.7813,42.6598,226,1935,35.62,47.5
"Albany, New ",-73.7813,42.6598,226,1936,39.43,48
"Albany, New ",-73.7813,42.6598,226,1937,39.1,49.1
"Albany, New ",-73.7813,42.6598,226,1938,42.32,49.5
"Albany, New ",-73.7813,42.6598,226,1939,31.86,48
"Albany, New ",-73.7813,42.6598,226,1940,39.34,46.1
"Albany, New ",-73.7813,42.6598,226,1941,26.94,49.3
"Albany, New ",-73.7813,42.6598,226,1942,40.47,48.8
"Albany, New ",-73.7813,42.6598,226,1943,36.03,47.4
"Albany, New ",-73.7813,42.6598,226,1944,37.11,48.5
"Albany, New ",-73.7813,42.6598,226,1945,45.17,48.3
"Albany, New ",-73.7813,42.6598,226,1946,32.62,49.4
"Albany, New ",-73.7813,42.6598,226,1947,35.83,48.4
"Albany, New ",-73.7813,42.6598,226,1948,39.03,48.3
"Albany, New ",-73.7813,42.6598,226,1949,29.17,51.1
"Albany, New ",-73.7813,42.6598,226,1950,37.77,48.1
"Albany, New ",-73.7813,42.6598,226,1951,44.78,48.9
"Albany, New ",-73.7813,42.6598,226,1952,38.49,49.7
"Albany, New ",-73.7813,42.6598,226,1953,40.71,51.1
"Albany, New ",-73.7813,42.6598,226,1954,40.62,49
"Albany, New ",-73.7813,42.6598,226,1955,40.49,49.2
"Albany, New ",-73.7813,42.6598,226,1956,33.73,47.7
"Albany, New ",-73.7813,42.6598,226,1957,29.21,49.5
"Albany, New ",-73.7813,42.6598,226,1958,35.6,47
"Albany, New ",-73.7813,42.6598,226,1959,33.06,49.4
"Albany, New ",-73.7813,42.6598,226,1960,42.61,48.3
"Albany, New ",-73.7813,42.6598,226,1961,34.36,48.4
"Albany, New ",-73.7813,42.6598,226,1962,29.84,47.1
"Albany, New ",-73.7813,42.6598,226,1963,27.3,47
"Albany, New ",-73.7813,42.6598,226,1964,22.97,48.6
"Albany, New ",-73.7813,42.6598,226,1965,28,47.4
"Albany, New ",-73.7813,42.6598,226,1966,33.39,47.8
"Albany, New ",-73.7813,42.6598,226,1967,34.69,47.2
"Albany, New ",-73.7813,42.6598,226,1968,35.65,47.5
"Albany, New ",-73.7813,42.6598,226,1969,39.79,47.8
"Albany, New ",-73.7813,42.6598,226,1970,31.62,47.7
"Albany, New ",-73.7813,42.6598,226,1971,38.64,47.3
"Albany, New ",-73.7813,42.6598,226,1972,48.93,46.3
"Albany, New ",-73.7813,42.6598,226,1973,40.25,49.6
"Albany, New ",-73.7813,42.6598,226,1974,39.66,47.1
"Albany, New ",-73.7813,42.6598,226,1975,47.41,48.2
"Albany, New ",-73.7813,42.6598,226,1976,42.01,46.5
"Albany, New ",-73.7813,42.6598,226,1977,46.25,47.5
"Albany, New ",-73.7813,42.6598,226,1978,33.68,45.7
"Albany, New ",-73.7813,42.6598,226,1979,39.02,47.9
"Albany, New ",-73.7813,42.6598,226,1980,28.68,46.5
"Albany, New ",-73.7813,42.6598,226,1981,33.97,47.3
"Albany, New ",-73.7813,42.6598,226,1982,30.84,46.8
"Albany, New ",-73.7813,42.6598,226,1983,44.32,48.1
"Albany, New ",-73.7813,42.6598,226,1984,39.33,47.9
"Albany, New ",-73.7813,42.6598,226,1985,26.59,47.8
"Albany, New ",-73.7813,42.6598,226,1986,39.43,47.9
"Albany, New ",-73.7813,42.6598,226,1987,35.88,48.2
"Albany, New ",-73.7813,42.6598,226,1988,29.4,47.6
"Albany, New ",-73.7813,42.6598,226,1989,39.35,46.9
"Albany, New ",-73.7813,42.6598,226,1990,47.3,50.2
"Albany, New ",-73.7813,42.6598,226,1991,33.9,50.1
"Albany, New ",-73.7813,42.6598,226,1992,32.33,46.8
"Albany, New ",-73.7813,42.6598,226,1993,36.59,47.4
"Albany, New ",-73.7813,42.6598,226,1994,36.36,47.3
"Albany, New ",-73.7813,42.6598,226,1995,33.25,48.3
"Albany, New ",-73.7813,42.6598,226,1996,48.71,47.5
"Albany, New ",-73.7813,42.6598,226,1997,34.34,47.3
"Albany, New ",-73.7813,42.6598,226,1998,36.2,50.8
"Albany, New ",-73.7813,42.6598,226,1999,38.17,49.6
"Albany, New ",-73.7813,42.6598,226,2000,45.89,47.3
"Albany, New ",-73.7813,42.6598,226,2001,27.87,49.5
"Albany, New ",-73.7813,42.6598,226,2002,42.77,49.6
"Albany, New ",-73.7813,42.6598,226,2003,47.13,47.2
"Albany, New ",-73.7813,42.6598,226,2004,41.92,47.9
"Albany, New ",-73.7813,42.6598,226,2005,46.4,49.2
"Albany, New ",-73.7813,42.6598,226,2006,45.29,50.6
"Albany, New ",-73.7813,42.6598,226,2007,45.67,48.5
"Albany, New ",-73.7813,42.6598,226,2008,48.28,49.1
"Albany, New ",-73.7813,42.6598,226,2009,41.58,48.1
"Albany, New ",-73.7813,42.6598,226,2010,43.09,50.6
"Albany, New ",-73.7813,42.6598,226,2011,57.39,49.7
"Albany, New ",-73.7813,42.6598,226,2012,35.69,51.7
"Albany, New ",-73.7813,42.6598,226,2013,41.25,48.9
"Albany, New ",-73.7813,42.6598,226,2014,41.14,47.7
"Albany, New ",-73.7813,42.6598,226,2015,37.64,48.8
"Albany, New ",-73.7813,42.6598,226,2016,32.45,51
"Albany, New ",-73.7813,42.6598,226,2017,39.89,50.3
,,,,,,
"Raleigh, Nor",-78.638,35.771,272,1895,48.43,58.4
"Raleigh, Nor",-78.638,35.771,272,1896,43.83,60.6
"Raleigh, Nor",-78.638,35.771,272,1897,41.03,60.5
"Raleigh, Nor",-78.638,35.771,272,1898,44.49,60.7
"Raleigh, Nor",-78.638,35.771,272,1899,52.11,59.5
"Raleigh, Nor",-78.638,35.771,272,1900,44.83,61.2
"Raleigh, Nor",-78.638,35.771,272,1901,60.56,58.7
"Raleigh, Nor",-78.638,35.771,272,1902,40.5,60
"Raleigh, Nor",-78.638,35.771,272,1903,47.67,59.6
"Raleigh, Nor",-78.638,35.771,272,1904,44.98,58.3
"Raleigh, Nor",-78.638,35.771,272,1905,51.46,59.4
"Raleigh, Nor",-78.638,35.771,272,1906,45.62,60.8
"Raleigh, Nor",-78.638,35.771,272,1907,47.46,59.6
"Raleigh, Nor",-78.638,35.771,272,1908,54.68,60.4
"Raleigh, Nor",-78.638,35.771,272,1909,40.83,60.3
"Raleigh, Nor",-78.638,35.771,272,1910,46.93,59.8
"Raleigh, Nor",-78.638,35.771,272,1911,38.99,61.3
"Raleigh, Nor",-78.638,35.771,272,1912,40.57,59.8
"Raleigh, Nor",-78.638,35.771,272,1913,48.13,61.3
"Raleigh, Nor",-78.638,35.771,272,1914,42.57,59.6
"Raleigh, Nor",-78.638,35.771,272,1915,41.6,60.2
"Raleigh, Nor",-78.638,35.771,272,1916,42.19,60.3
"Raleigh, Nor",-78.638,35.771,272,1917,48.81,58
"Raleigh, Nor",-78.638,35.771,272,1918,42.48,60.2
"Raleigh, Nor",-78.638,35.771,272,1919,42.69,60.9
"Raleigh, Nor",-78.638,35.771,272,1920,48.62,59
"Raleigh, Nor",-78.638,35.771,272,1921,34.82,62.3
"Raleigh, Nor",-78.638,35.771,272,1922,51.85,61.1
"Raleigh, Nor",-78.638,35.771,272,1923,41.06,60.7
"Raleigh, Nor",-78.638,35.771,272,1924,53.1,59.1
"Raleigh, Nor",-78.638,35.771,272,1925,36.72,61.3
"Raleigh, Nor",-78.638,35.771,272,1926,38.8,60.3
"Raleigh, Nor",-78.638,35.771,272,1927,44.38,61.1
"Raleigh, Nor",-78.638,35.771,272,1928,50.03,60
"Raleigh, Nor",-78.638,35.771,272,1929,59.5,60.3
"Raleigh, Nor",-78.638,35.771,272,1930,34.18,60.7
"Raleigh, Nor",-78.638,35.771,272,1931,43.09,61.9
"Raleigh, Nor",-78.638,35.771,272,1932,44.21,62.1
"Raleigh, Nor",-78.638,35.771,272,1933,32.59,62.7
"Raleigh, Nor",-78.638,35.771,272,1934,51.72,60.6
"Raleigh, Nor",-78.638,35.771,272,1935,42.2,60.2
"Raleigh, Nor",-78.638,35.771,272,1936,59.31,60.5
"Raleigh, Nor",-78.638,35.771,272,1937,47.44,60.7
"Raleigh, Nor",-78.638,35.771,272,1938,44.66,61.8
"Raleigh, Nor",-78.638,35.771,272,1939,52.68,62
"Raleigh, Nor",-78.638,35.771,272,1940,39.59,59.3
"Raleigh, Nor",-78.638,35.771,272,1941,36.17,61.1
"Raleigh, Nor",-78.638,35.771,272,1942,48.69,60.9
"Raleigh, Nor",-78.638,35.771,272,1943,39.56,60.5
"Raleigh, Nor",-78.638,35.771,272,1944,51.97,60.1
"Raleigh, Nor",-78.638,35.771,272,1945,54.07,61.1
"Raleigh, Nor",-78.638,35.771,272,1946,47.11,61.5
"Raleigh, Nor",-78.638,35.771,272,1947,46.95,59.9
"Raleigh, Nor",-78.638,35.771,272,1948,53.07,61.1
"Raleigh, Nor",-78.638,35.771,272,1949,47.11,62.4
"Raleigh, Nor",-78.638,35.771,272,1950,39.26,60.9
"Raleigh, Nor",-78.638,35.771,272,1951,35.84,61.1
"Raleigh, Nor",-78.638,35.771,272,1952,49.99,61.4
"Raleigh, Nor",-78.638,35.771,272,1953,41.45,62.2
